File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF349OIL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF928DBA/	754635	ENCODE Processing Pipeline	9298bfd6be07055f3780c03a795947a0		https://www.encodeproject.org/files/ENCFF349OIL/@@download/ENCFF349OIL.bed.gz				released	s3://encode-public/2019/02/11/cef7ba4c-f274-4311-8078-905270969f03/ENCFF349OIL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/cef7ba4c-f274-4311-8078-905270969f03/ENCFF349OIL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking		
ENCFF856KHQ	fastq	fastq		reads		ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1	76		single-ended					1196879118	Bradley Bernstein, Broad	e5728180a645ec78bf905c4e4bbe3967	SRA:SRR13803918	https://www.encodeproject.org/files/ENCFF856KHQ/@@download/ENCFF856KHQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/06/d71079a8-fb33-4ce7-a7f3-b9bfa8f06e6c/ENCFF856KHQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/d71079a8-fb33-4ce7-a7f3-b9bfa8f06e6c/ENCFF856KHQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing controlled_by		
ENCFF857PEB	fastq	fastq		reads		ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1	76		single-ended					1163001395	Bradley Bernstein, Broad	d0fbfd5b939dfc0b61df476ce75db70d	SRA:SRR13803919	https://www.encodeproject.org/files/ENCFF857PEB/@@download/ENCFF857PEB.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/06/6d9d97cd-0332-44c9-b9a0-199d9e429858/ENCFF857PEB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/6d9d97cd-0332-44c9-b9a0-199d9e429858/ENCFF857PEB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			mild to moderate bottlenecking, missing controlled_by		
ENCFF062MAV	bam	bam		unfiltered alignments	GRCh38	ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF877RDK/, /files/ENCFF268TDD/, /files/ENCFF110MCL/, /files/ENCFF856KHQ/, /files/ENCFF857PEB/, /files/ENCFF671URC/, /files/ENCFF598LZD/, /files/ENCFF780JZQ/, /files/ENCFF128GRD/	3967907920	ENCODE Processing Pipeline	f30a460fd904d894f20f20417053fb2d		https://www.encodeproject.org/files/ENCFF062MAV/@@download/ENCFF062MAV.bam				released	s3://encode-public/2020/09/22/04c55674-9426-4a0d-9b30-546d50dc03c3/ENCFF062MAV.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/04c55674-9426-4a0d-9b30-546d50dc03c3/ENCFF062MAV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF946MPF	bam	bam		alignments	GRCh38	ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF877RDK/, /files/ENCFF268TDD/, /files/ENCFF110MCL/, /files/ENCFF856KHQ/, /files/ENCFF857PEB/, /files/ENCFF671URC/, /files/ENCFF598LZD/, /files/ENCFF780JZQ/, /files/ENCFF128GRD/	3033443555	ENCODE Processing Pipeline	8a603e5f87f56308c8ecf2aa98cd9194		https://www.encodeproject.org/files/ENCFF946MPF/@@download/ENCFF946MPF.bam				released	s3://encode-public/2020/09/22/6ca314db-721b-49fe-b881-5ba00991e6f1/ENCFF946MPF.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/6ca314db-721b-49fe-b881-5ba00991e6f1/ENCFF946MPF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF391KDD	bigWig	bigWig		fold change over control	GRCh38	ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF829IOW/, /files/ENCFF946MPF/	1451365655	ENCODE Processing Pipeline	ed2e47eb118017cbabdf7fea904cba6d		https://www.encodeproject.org/files/ENCFF391KDD/@@download/ENCFF391KDD.bigWig				released	s3://encode-public/2020/09/22/94fbc87f-b09d-4d7a-956e-88bb42bd19f1/ENCFF391KDD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/94fbc87f-b09d-4d7a-956e-88bb42bd19f1/ENCFF391KDD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF797XVL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF829IOW/, /files/ENCFF356LFX/, /files/ENCFF946MPF/	742484	ENCODE Processing Pipeline	ac336f1805f1e0a4bf3fb6744cc752ce		https://www.encodeproject.org/files/ENCFF797XVL/@@download/ENCFF797XVL.bed.gz				released	s3://encode-public/2020/09/22/59ec5af9-76ca-45be-9e3e-2dcf7a291be5/ENCFF797XVL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/59ec5af9-76ca-45be-9e3e-2dcf7a291be5/ENCFF797XVL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF502IJF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR063HOI	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF797XVL/	1814551	ENCODE Processing Pipeline	5bc86b0fd855e94bc2dc25b688e7d4ea		https://www.encodeproject.org/files/ENCFF502IJF/@@download/ENCFF502IJF.bigBed				released	s3://encode-public/2020/09/22/f7d94c04-02b2-4069-8b8b-d00f25c3083f/ENCFF502IJF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/f7d94c04-02b2-4069-8b8b-d00f25c3083f/ENCFF502IJF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF977LBD	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF736SWI/	2978365	ENCODE Processing Pipeline	be29636550527e36c4755ea036531e75		https://www.encodeproject.org/files/ENCFF977LBD/@@download/ENCFF977LBD.bigBed				released	s3://encode-public/2020/09/24/ccedd6a3-f35d-4bdc-b1b6-bc22b11d67d7/ENCFF977LBD.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/ccedd6a3-f35d-4bdc-b1b6-bc22b11d67d7/ENCFF977LBD.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF430NDH	bigWig	bigWig		signal p-value	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF781VZS/, /files/ENCFF829IOW/	1387085180	ENCODE Processing Pipeline	658ff6bf4997aac54220b24a7665e765		https://www.encodeproject.org/files/ENCFF430NDH/@@download/ENCFF430NDH.bigWig				released	s3://encode-public/2020/09/24/cae62ede-37cd-4e97-bed5-1c81b45d966c/ENCFF430NDH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/cae62ede-37cd-4e97-bed5-1c81b45d966c/ENCFF430NDH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF493RLF	bigWig	bigWig		fold change over control	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF781VZS/, /files/ENCFF829IOW/	1522764758	ENCODE Processing Pipeline	bffd12d9d4e0c7b659efbed8fe870fff		https://www.encodeproject.org/files/ENCFF493RLF/@@download/ENCFF493RLF.bigWig				released	s3://encode-public/2020/09/24/6b6a5cdc-8800-4177-8972-60d2ad944130/ENCFF493RLF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/6b6a5cdc-8800-4177-8972-60d2ad944130/ENCFF493RLF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF736SWI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF781VZS/, /files/ENCFF829IOW/	1453886	ENCODE Processing Pipeline	d4b233381574b2e8ee266c9d9211f2ea		https://www.encodeproject.org/files/ENCFF736SWI/@@download/ENCFF736SWI.bed.gz				released	s3://encode-public/2020/09/24/704105bd-f0bc-43eb-8c13-8fd24672ac7d/ENCFF736SWI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/704105bd-f0bc-43eb-8c13-8fd24672ac7d/ENCFF736SWI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF053CBZ	fastq	fastq		reads		ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					625520092	Bradley Bernstein, Broad	8f1c71f253d96e0129a21a6234137740	SRA:SRR10837586	https://www.encodeproject.org/files/ENCFF053CBZ/@@download/ENCFF053CBZ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/8d765845-9284-4be1-a285-86a405bbffd4/ENCFF053CBZ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/8d765845-9284-4be1-a285-86a405bbffd4/ENCFF053CBZ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF394YBR	fastq	fastq		reads		ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					261248980	Bradley Bernstein, Broad	bbd62d0b2477bd985f057889ea1c54e7	SRA:SRR10837587	https://www.encodeproject.org/files/ENCFF394YBR/@@download/ENCFF394YBR.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/da8740fd-7520-4d34-8120-397607be571d/ENCFF394YBR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/da8740fd-7520-4d34-8120-397607be571d/ENCFF394YBR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF765XNJ	fastq	fastq		reads		ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					640953373	Bradley Bernstein, Broad	2b5bf4455442568ec00ec03174d7ca74	SRA:SRR10837588	https://www.encodeproject.org/files/ENCFF765XNJ/@@download/ENCFF765XNJ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/9bb554d5-0182-4b42-9f81-87035f02b75a/ENCFF765XNJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/9bb554d5-0182-4b42-9f81-87035f02b75a/ENCFF765XNJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF303NHQ	fastq	fastq		reads		ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					264288432	Bradley Bernstein, Broad	455ad64b4da9aea8824b909a4411a5bb	SRA:SRR10837589	https://www.encodeproject.org/files/ENCFF303NHQ/@@download/ENCFF303NHQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/fcb2885f-ce79-47e0-9cf7-67931471d879/ENCFF303NHQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/fcb2885f-ce79-47e0-9cf7-67931471d879/ENCFF303NHQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF710FQT	bam	bam		alignments	hg19	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF303NHQ/, /files/ENCFF564PES/, /files/ENCFF765XNJ/, /files/ENCFF807MUK/, /files/ENCFF851QYW/, /files/ENCFF394YBR/, /files/ENCFF053CBZ/	3091101451	ENCODE Processing Pipeline	308836dd678ebe3702d4cd8316c8dbc7		https://www.encodeproject.org/files/ENCFF710FQT/@@download/ENCFF710FQT.bam				released	s3://encode-public/2019/02/09/d6780c3f-6a8a-4177-964b-40a4a5677b0b/ENCFF710FQT.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/d6780c3f-6a8a-4177-964b-40a4a5677b0b/ENCFF710FQT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF636ACK	bam	bam		alignments	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF303NHQ/, /files/ENCFF564PES/, /files/ENCFF765XNJ/, /files/ENCFF643CGH/, /files/ENCFF851QYW/, /files/ENCFF394YBR/, /files/ENCFF053CBZ/	3093664437	ENCODE Processing Pipeline	ada30ad9b45617656acaf486ef5cdb2b		https://www.encodeproject.org/files/ENCFF636ACK/@@download/ENCFF636ACK.bam				released	s3://encode-public/2019/02/09/ab66abbc-3309-4b32-a3a7-55d75ba8ea42/ENCFF636ACK.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/ab66abbc-3309-4b32-a3a7-55d75ba8ea42/ENCFF636ACK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF824THT	bam	bam		unfiltered alignments	hg19	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF303NHQ/, /files/ENCFF564PES/, /files/ENCFF765XNJ/, /files/ENCFF807MUK/, /files/ENCFF851QYW/, /files/ENCFF394YBR/, /files/ENCFF053CBZ/	3643357591	ENCODE Processing Pipeline	18ddc985d18cc73d4f7a9d4d39c9d4d3		https://www.encodeproject.org/files/ENCFF824THT/@@download/ENCFF824THT.bam				released	s3://encode-public/2019/02/09/9c908d30-7e6f-4c03-87fc-4a10289ae369/ENCFF824THT.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/9c908d30-7e6f-4c03-87fc-4a10289ae369/ENCFF824THT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF743CXT	bam	bam		unfiltered alignments	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF303NHQ/, /files/ENCFF564PES/, /files/ENCFF765XNJ/, /files/ENCFF643CGH/, /files/ENCFF851QYW/, /files/ENCFF394YBR/, /files/ENCFF053CBZ/	3650841506	ENCODE Processing Pipeline	d871224c59313a51549edee663844869		https://www.encodeproject.org/files/ENCFF743CXT/@@download/ENCFF743CXT.bam				released	s3://encode-public/2019/02/09/6b763a2d-074a-406c-b44a-ca58dea74279/ENCFF743CXT.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/6b763a2d-074a-406c-b44a-ca58dea74279/ENCFF743CXT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF876PGA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF522TUC/, /files/ENCFF710FQT/	1808697	ENCODE Processing Pipeline	cbfa4ede26d673ef9db4b4fd6de8ad8a		https://www.encodeproject.org/files/ENCFF876PGA/@@download/ENCFF876PGA.bed.gz				released	s3://encode-public/2019/02/11/6a427348-51bb-4182-9dcc-82c8674232e8/ENCFF876PGA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/6a427348-51bb-4182-9dcc-82c8674232e8/ENCFF876PGA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF201TBJ	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF793DJY/	4821409	ENCODE Processing Pipeline	d937a7a21d71b817b65821a66529a3f0		https://www.encodeproject.org/files/ENCFF201TBJ/@@download/ENCFF201TBJ.bigBed				released	s3://encode-public/2019/02/11/b6671efe-6cc1-4c6e-8aee-660844cfcd69/ENCFF201TBJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/b6671efe-6cc1-4c6e-8aee-660844cfcd69/ENCFF201TBJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF793DJY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF808COP/, /files/ENCFF636ACK/	1808354	ENCODE Processing Pipeline	585842fd79f87ae30b05041e7940e846		https://www.encodeproject.org/files/ENCFF793DJY/@@download/ENCFF793DJY.bed.gz				released	s3://encode-public/2019/02/11/41e41133-fd88-4f33-bba4-2c478a6c4e4f/ENCFF793DJY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/41e41133-fd88-4f33-bba4-2c478a6c4e4f/ENCFF793DJY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF058UTH	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF876PGA/	4818838	ENCODE Processing Pipeline	ab3ec4ce9f5995ac83df0cb80a8eca58		https://www.encodeproject.org/files/ENCFF058UTH/@@download/ENCFF058UTH.bigBed				released	s3://encode-public/2019/02/11/8f8a2ffd-f973-4c2d-aab7-a14930cd852e/ENCFF058UTH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/8f8a2ffd-f973-4c2d-aab7-a14930cd852e/ENCFF058UTH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF284ZSX	bigWig	bigWig		signal p-value	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF808COP/, /files/ENCFF636ACK/	1349706741	ENCODE Processing Pipeline	74f597ccdcd0b4996e5eedbc3e9d96ec		https://www.encodeproject.org/files/ENCFF284ZSX/@@download/ENCFF284ZSX.bigWig				released	s3://encode-public/2019/02/11/ece4279e-f783-47aa-a9aa-c371754b54d1/ENCFF284ZSX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/ece4279e-f783-47aa-a9aa-c371754b54d1/ENCFF284ZSX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF241NFR	bigWig	bigWig		signal p-value	hg19	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF522TUC/, /files/ENCFF710FQT/	1625720714	ENCODE Processing Pipeline	2b9ec4836440820b282b82f7b558186c		https://www.encodeproject.org/files/ENCFF241NFR/@@download/ENCFF241NFR.bigWig				released	s3://encode-public/2019/02/11/8affb2a9-771b-425c-9868-e6a23f561105/ENCFF241NFR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/8affb2a9-771b-425c-9868-e6a23f561105/ENCFF241NFR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF259VRN	bigWig	bigWig		fold change over control	GRCh38	ENCSR204OJS	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF808COP/, /files/ENCFF636ACK/	1533015222	ENCODE Processing Pipeline	cc9adf5ee7fc61923e12b2e90b1b59dd		https://www.encodeproject.org/files/ENCFF259VRN/@@download/ENCFF259VRN.bigWig				released	s3://encode-public/2019/02/11/58075b7f-a120-49ec-abd0-14dd2481bf9e/ENCFF259VRN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/58075b7f-a120-49ec-abd0-14dd2481bf9e/ENCFF259VRN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
